source,source_id,brand,product_name,category,category_mapped,ingredients,form,image_url,upc_ean,country,lang,raw_json
openfoodfacts,7792981010026,,,"Creatina,Suplementos",,Creatina monohidrato. PUEDE CONTENER DERIVADOS DE LECHE Y SOJA. SIN GLUTEN,,data/images/fa4fad96f648887bffd77a8542c94621.jpg,7792981010026,en:Argentina,es,"{""categories"": ""Creatina,Suplementos"", ""code"": ""7792981010026"", ""countries"": ""en:Argentina"", ""image_url"": ""https://images.openfoodfacts.org/images/products/779/298/101/0026/front_es.3.400.jpg"", ""ingredients_text"": ""Creatina monohidrato. PUEDE CONTENER DERIVADOS DE LECHE Y SOJA. SIN GLUTEN"", ""lang"": ""es""}"
openfoodfacts,5059883416281,,Creatine,creatine,creatine,,,,5059883416281,gb,el,"{""categories"": ""creatine"", ""code"": ""5059883416281"", ""countries"": ""gb"", ""lang"": ""el"", ""product_name"": ""Creatine""}"
openfoodfacts,3662072143107,InShape Nutrition,Créatine,Créatine,,,,data/images/0a201f56fe43797a8e83a0696b647ce1.jpg,3662072143107,France,fr,"{""brands"": ""InShape Nutrition"", ""categories"": ""Créatine"", ""code"": ""3662072143107"", ""countries"": ""France"", ""image_url"": ""https://images.openfoodfacts.org/images/products/366/207/214/3107/front_fr.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""fr"", ""product_name"": ""Créatine""}"
openfoodfacts,0631656259582,,,Creatine,creatine,,,data/images/89a4c2a3993aff8101f53cb862d15163.jpg,0631656259582,en:New Zealand,en,"{""categories"": ""Creatine"", ""code"": ""0631656259582"", ""countries"": ""en:New Zealand"", ""image_url"": ""https://images.openfoodfacts.org/images/products/063/165/625/9582/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,6009679915916,,,Creatine,creatine,,,data/images/690964eb6249b5f1ef0c008f363c3240.jpg,6009679915916,en:South Africa,en,"{""categories"": ""Creatine"", ""code"": ""6009679915916"", ""countries"": ""en:South Africa"", ""image_url"": ""https://images.openfoodfacts.org/images/products/600/967/991/5916/front_en.5.400.jpg"", ""lang"": ""en""}"
openfoodfacts,8906133020811,Nakpro,Creatinine Monohydrate,Creatine,creatine,Creatine Monohydrate,,data/images/e1086331d405c1416753687bc8098ac4.jpg,8906133020811,India,en,"{""brands"": ""Nakpro"", ""categories"": ""Creatine"", ""code"": ""8906133020811"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/613/302/0811/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate"", ""lang"": ""en"", ""product_name"": ""Creatinine Monohydrate""}"
openfoodfacts,0810028296725,Ghost,Ghost Size Natty,"Suplementos dietéticos,en:Creatine",creatine,"Creatine Monohydrate, Beta-Alanine",,data/images/1e10f845281baf951f8382cc4e222f8a.jpg,0810028296725,"Estados Unidos,Bolivia",en,"{""brands"": ""Ghost"", ""categories"": ""Suplementos dietéticos,en:Creatine"", ""code"": ""0810028296725"", ""countries"": ""Estados Unidos,Bolivia"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/002/829/6725/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate, Beta-Alanine"", ""lang"": ""en"", ""product_name"": ""Ghost Size Natty""}"
openfoodfacts,5056555204771,ABE,pre workout,"creatine,pre workout",creatine,"citrulline malate (2:1), creatine monohydrate. beta alanine, acid (citric acid). flavouring, acidity regulator (sodium bicarbonate), taurine. caffeine anhydrous. choline bitartrate (as vitacholine&quot;). anti-caking agents (silicon dioxide. calcium silicate), sweetener (sucralose). colour og (ammonia caramell, niacin (niacinamide). 0.2g vitamin b12 (cyanocobalamin). og og allergens: no common allergens included. produced in a facility that handles milk, sova. eggs. fish, celery, cereals containing gluten and og 0.330g products thereof.",,,5056555204771,en:United Kingdom,en,"{""brands"": ""ABE"", ""categories"": ""creatine,pre workout"", ""code"": ""5056555204771"", ""countries"": ""en:United Kingdom"", ""ingredients_text"": ""citrulline malate (2:1), creatine monohydrate. beta alanine, acid (citric acid). flavouring, acidity regulator (sodium bicarbonate), taurine. caffeine anhydrous. choline bitartrate (as vitacholine&quot;). anti-caking agents (silicon dioxide. calcium silicate), sweetener (sucralose). colour og (ammonia caramell, niacin (niacinamide). 0.2g vitamin b12 (cyanocobalamin). og og allergens: no common allergens included. produced in a facility that handles milk, sova. eggs. fish, celery, cereals containing gluten and og 0.330g products thereof."", ""lang"": ""en"", ""product_name"": ""pre workout""}"
openfoodfacts,8425252201005,,Big Creabig Koyak,Creatina,,"Monohidrato de creatina (Creapure ), Maltodextrina, Aromas, Corrector de acidez (Ácido cítrico), Acidulante (Ácido tratárico), Colorante (Rojo de remolacha ), Edulcorante (Sucralosa), Corrector de acidez (Bicarbonato de sodio), Edulcorante (Glucósidos de esteviol procedentes de estevia).",,data/images/e907207d436b1d09eeddd37d1ef160fc.jpg,8425252201005,en:es,es,"{""categories"": ""Creatina"", ""code"": ""8425252201005"", ""countries"": ""en:es"", ""image_url"": ""https://images.openfoodfacts.org/images/products/842/525/220/1005/front_es.10.400.jpg"", ""ingredients_text"": ""Monohidrato de creatina (Creapure ), Maltodextrina, Aromas, Corrector de acidez (Ácido cítrico), Acidulante (Ácido tratárico), Colorante (Rojo de remolacha ), Edulcorante (Sucralosa), Corrector de acidez (Bicarbonato de sodio), Edulcorante (Glucósidos de esteviol procedentes de estevia)."", ""lang"": ""es"", ""product_name"": ""Big Creabig Koyak""}"
openfoodfacts,5060575580234,Immortal Nutrition,Epic Creatine micronized Unflavored,Creatine,creatine,"creatine monohydrate, pyridoxine chloride (vitamin B6).",,,5060575580234,en:greece,en,"{""brands"": ""Immortal Nutrition"", ""categories"": ""Creatine"", ""code"": ""5060575580234"", ""countries"": ""en:greece"", ""ingredients_text"": ""creatine monohydrate, pyridoxine chloride (vitamin B6)."", ""lang"": ""en"", ""product_name"": ""Epic Creatine micronized Unflavored""}"
openfoodfacts,0816170021673,Gat Sport,Creatine,Creatina,creatine,100% Creatine.,,data/images/43b5704c78f18789a77b701b8446d88d.jpg,0816170021673,"Irak,Bolivia",en,"{""brands"": ""Gat Sport"", ""categories"": ""Creatina"", ""code"": ""0816170021673"", ""countries"": ""Irak,Bolivia"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/617/002/1673/front_en.8.400.jpg"", ""ingredients_text"": ""100% Creatine."", ""lang"": ""en"", ""product_name"": ""Creatine""}"
openfoodfacts,7611174200023,Sponser,Creatine monohydrate,Creatine,creatine,creatine monohydrate ( 100% ),,data/images/07662f7b8d1fb52aacce8bd6663f80c8.jpg,7611174200023,en:ch,en,"{""brands"": ""Sponser"", ""categories"": ""Creatine"", ""code"": ""7611174200023"", ""countries"": ""en:ch"", ""image_url"": ""https://images.openfoodfacts.org/images/products/761/117/420/0023/front_en.8.400.jpg"", ""ingredients_text"": ""creatine monohydrate ( 100% )"", ""lang"": ""en"", ""product_name"": ""Creatine monohydrate""}"
openfoodfacts,5391534951780,,,Creatine,creatine,,,data/images/afb53ab1184af1d4b55b197b85490a58.jpg,5391534951780,en:Ireland,en,"{""categories"": ""Creatine"", ""code"": ""5391534951780"", ""countries"": ""en:Ireland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/539/153/495/1780/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,0004145605403,,,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/56f07c3cddc68bf64a63ca205a06ebbf.jpg,0004145605403,en:United Kingdom,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0004145605403"", ""countries"": ""en:United Kingdom"", ""image_url"": ""https://images.openfoodfacts.org/images/products/000/414/560/5403/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,8588007275420,Gymbeam,Crea7in,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",,"Dextrose, Maltodextrin, Kreatinphosphat gepuffertes Kreatinmonohydrat, mikronisiertes Kreatinmonohydrat Kreatincitrat, Kreatinpyruvat, Kreatinhydrochlorid, Aromen, Fructose, waxy maize TM (modifizierte Stärke), Tri-Kreatin-Malat, Säureregulator (Zitronensäure), Süßungsmittel (Sucralose), Calcium-Alpha-Ketoglutarat sibirisches Pulver aus Ginsengwurzel (Eleutherococcus senticosus) L-Citrullin-DL-Malat (1:1), Farbstoffen (Beta Carotin, Indigo Karminrot).",,,8588007275420,en:Romania,de,"{""brands"": ""Gymbeam"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""8588007275420"", ""countries"": ""en:Romania"", ""ingredients_text"": ""Dextrose, Maltodextrin, Kreatinphosphat gepuffertes Kreatinmonohydrat, mikronisiertes Kreatinmonohydrat Kreatincitrat, Kreatinpyruvat, Kreatinhydrochlorid, Aromen, Fructose, waxy maize TM (modifizierte Stärke), Tri-Kreatin-Malat, Säureregulator (Zitronensäure), Süßungsmittel (Sucralose), Calcium-Alpha-Ketoglutarat sibirisches Pulver aus Ginsengwurzel (Eleutherococcus senticosus) L-Citrullin-DL-Malat (1:1), Farbstoffen (Beta Carotin, Indigo Karminrot)."", ""lang"": ""de"", ""product_name"": ""Crea7in""}"
openfoodfacts,0196852357529,Create,Creatine Monohydrate Gummies,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Tapioca Syrup, Sugar, Water, Pectin, Malic Acid, Allulose, Natural Flavor, Natural Color. K",,data/images/2207cf3b6f8f39ad9f689eb38f518f09.jpg,0196852357529,United States,en,"{""brands"": ""Create"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0196852357529"", ""countries"": ""United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/019/685/235/7529/front_en.3.400.jpg"", ""ingredients_text"": ""Tapioca Syrup, Sugar, Water, Pectin, Malic Acid, Allulose, Natural Flavor, Natural Color. K"", ""lang"": ""en"", ""product_name"": ""Creatine Monohydrate Gummies""}"
openfoodfacts,8436574334883,,Creatine,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/1a64b98153a16f8a35737e8b8af26375.jpg,8436574334883,en:Romania,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""8436574334883"", ""countries"": ""en:Romania"", ""image_url"": ""https://images.openfoodfacts.org/images/products/843/657/433/4883/front_en.4.400.jpg"", ""lang"": ""en"", ""product_name"": ""Creatine""}"
openfoodfacts,5401004000891,kriegger,100% créatine monohydrate,"Compléments alimentaires, Compléments pour le Bodybuilding, en:Creatine",creatine,,,data/images/48511fb3f5ddfbf20b39b6a91a65816c.jpg,5401004000891,Belgique,fr,"{""brands"": ""kriegger"", ""categories"": ""Compléments alimentaires, Compléments pour le Bodybuilding, en:Creatine"", ""code"": ""5401004000891"", ""countries"": ""Belgique"", ""image_url"": ""https://images.openfoodfacts.org/images/products/540/100/400/0891/front_fr.4.400.jpg"", ""lang"": ""fr"", ""product_name"": ""100% créatine monohydrate""}"
openfoodfacts,8714193209547,Nutriforce,,"Voedingssupplementen, Bodybuilding supplementen, en:Creatine",creatine,"Creatine, Vulstof: (microkristallijne cellulose, calciumfosfaat), antiklontermiddel: (magnesiumstearaat).",,data/images/4fd47a6ca959aadf3aa113e9d2268100.jpg,8714193209547,Nederland,nl,"{""brands"": ""Nutriforce"", ""categories"": ""Voedingssupplementen, Bodybuilding supplementen, en:Creatine"", ""code"": ""8714193209547"", ""countries"": ""Nederland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/419/320/9547/front_nl.3.400.jpg"", ""ingredients_text"": ""Creatine, Vulstof: (microkristallijne cellulose, calciumfosfaat), antiklontermiddel: (magnesiumstearaat)."", ""lang"": ""nl""}"
openfoodfacts,5901947660836,KFD,Premium Creatine,"Suplementy diety, en:Bodybuilding supplements, en:Creatine",creatine,"Monohydrat kreatyny 92,18%, regulator kwasowości: kwas cytrynowy, aromat, substancje słodzące (sukraloza, glikozydy stewiolowe)",,data/images/43037b4290011546af9ab3d4b8864fd9.jpg,5901947660836,Polska,pl,"{""brands"": ""KFD"", ""categories"": ""Suplementy diety, en:Bodybuilding supplements, en:Creatine"", ""code"": ""5901947660836"", ""countries"": ""Polska"", ""image_url"": ""https://images.openfoodfacts.org/images/products/590/194/766/0836/front_pl.3.400.jpg"", ""ingredients_text"": ""Monohydrat kreatyny 92,18%, regulator kwasowości: kwas cytrynowy, aromat, substancje słodzące (sukraloza, glikozydy stewiolowe)"", ""lang"": ""pl"", ""product_name"": ""Premium Creatine""}"
openfoodfacts,5060705152676,Naturecan,Creatine Monohydrate Unflavoured,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,Kreatin-monohydrat 100%,,data/images/51f98c6aee0d5546026e995aff065dc1.jpg,5060705152676,Deutschland,de,"{""brands"": ""Naturecan"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""5060705152676"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/506/070/515/2676/front_de.6.400.jpg"", ""ingredients_text"": ""Kreatin-monohydrat 100%"", ""lang"": ""de"", ""product_name"": ""Creatine Monohydrate Unflavoured""}"
openfoodfacts,20642815,Sportyfeel,Creatine monohydrate + Vitamin C,"Ravintolisät, Lisäravinteet kuntoiluun, Kreatiini",creatine,"kreatiinimonohydraatti, C-vitamiini (L-askorbiinihappo). Saattaa sisältää pieniä määriä kananmunaa, _soijaa_ ja _maitoa_.",,data/images/10b747c6891ea915eb8bdd019160461d.jpg,20642815,Suomi,fi,"{""brands"": ""Sportyfeel,Lidl"", ""categories"": ""Ravintolisät, Lisäravinteet kuntoiluun, Kreatiini"", ""code"": ""20642815"", ""countries"": ""Suomi"", ""image_url"": ""https://images.openfoodfacts.org/images/products/000/002/064/2815/front_fi.20.400.jpg"", ""ingredients_text"": ""kreatiinimonohydraatti, C-vitamiini (L-askorbiinihappo). Saattaa sisältää pieniä määriä kananmunaa, _soijaa_ ja _maitoa_."", ""lang"": ""fi"", ""product_name"": ""Creatine monohydrate + Vitamin C""}"
openfoodfacts,4044782317112,Weider,Pure Creatine,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,Creatine Monohydrate,,data/images/51db083c4fb9107f82c76a0dc4384e73.jpg,4044782317112,Germany,en,"{""brands"": ""Weider"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""4044782317112"", ""countries"": ""Germany"", ""image_url"": ""https://images.openfoodfacts.org/images/products/404/478/231/7112/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate"", ""lang"": ""en"", ""product_name"": ""Pure Creatine""}"
openfoodfacts,8906045141987,,,Creatine,creatine,Micronized Creatine Monohydrate,,data/images/88c0a04abb037236490fc2907597e874.jpg,8906045141987,en:united-states,en,"{""categories"": ""Creatine"", ""code"": ""8906045141987"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/604/514/1987/front_en.4.400.jpg"", ""ingredients_text"": ""Micronized Creatine Monohydrate"", ""lang"": ""en""}"
openfoodfacts,0198168532652,,,Creatine,creatine,"Maltitol Syrup, Purified Water, Pectin, Citric Acid, Sodium Citrate, Stevia, Natural Color, Natural Mixed Berries Juice Concentrate, Vegetable Oil, Carnauba Wax Percent Daily Value based on 02.000 calories diet. &quot;Daily Value not established.",,data/images/bfc44dfdcf345aabb6eecfdfa94a45d2.jpg,0198168532652,en:united-kingdom,en,"{""categories"": ""Creatine"", ""code"": ""0198168532652"", ""countries"": ""en:united-kingdom"", ""image_url"": ""https://images.openfoodfacts.org/images/products/019/816/853/2652/front_en.7.400.jpg"", ""ingredients_text"": ""Maltitol Syrup, Purified Water, Pectin, Citric Acid, Sodium Citrate, Stevia, Natural Color, Natural Mixed Berries Juice Concentrate, Vegetable Oil, Carnauba Wax Percent Daily Value based on 02.000 calories diet. &quot;Daily Value not established."", ""lang"": ""en""}"
openfoodfacts,5600985801163,Zumub,Monohidrato de creatina (sin sabor),Creatina,,"Monohidrato de creatina (99.5% de pureza). Puede contener trazas de sésamo, cacahuetes, frutos de cáscara, gluten, soja, leche y sulfitos.",,data/images/1a54a13acc374916cce7e8f62b31142e.jpg,5600985801163,en:spain,es,"{""brands"": ""Zumub"", ""categories"": ""Creatina"", ""code"": ""5600985801163"", ""countries"": ""en:spain"", ""image_url"": ""https://images.openfoodfacts.org/images/products/560/098/580/1163/front_en.7.400.jpg"", ""ingredients_text"": ""Monohidrato de creatina (99.5% de pureza). Puede contener trazas de sésamo, cacahuetes, frutos de cáscara, gluten, soja, leche y sulfitos."", ""lang"": ""es"", ""product_name"": ""Monohidrato de creatina (sin sabor)""}"
openfoodfacts,8904463100241,Wellcore,Wellcore Creatine Monohydrate,Creatine,creatine,,,data/images/9b9bd0969138218b76348dbf75a3e477.jpg,8904463100241,India,en,"{""brands"": ""Wellcore"", ""categories"": ""Creatine"", ""code"": ""8904463100241"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/446/310/0241/front_en.11.400.jpg"", ""ingredients_text"": """", ""lang"": ""en"", ""product_name"": ""Wellcore Creatine Monohydrate""}"
